36 0.020542779151638497 1.4135835054514417e-07 -nan
37 0.016968712725337003 1.3588569239537295e-07 -nan
38 0.014016468240717467 1.3155787205803918e-07 -nan
39 0.011577860095992617 1.2925313385589858e-07 -nan
40 0.0095635249979003738 1.2817327686656419e-07 -nan
41 0.0078996472255803349 1.2653712535620316e-07 -nan
42 0.0065252536384146718 1.2488026759763959e-07 -nan
43 0.0053899793028436057 1.243872781943157e-07 -nan
44 0.0044522218590939975 1.2203990945597535e-07 -nan
45 0.0036776169942130794 1.2247776389954606e-07 -nan
46 0.0030377791548054345 1.2153909633285157e-07 -nan
47 0.0025092613526344143 1.209782275977837e-07 -nan
48 0.0020726959449519186 1.1678454912010918e-07 -nan
49 0.0017120849032763309 1.1687172990288504e-07 -nan
50 0.0014142135623730961 1.1698689571612634e-07 -nan
51 0.0011681663661496596 1.1695889897872513e-07 -nan
52 0.00096492686487423891 1.1670355483927475e-07 -nan
53 0.00079704730553485387 1.1691647123798571e-07 -nan
54 0.00065837570740987579 1.170771487278731e-07 -nan
55 0.00054383042147866569 1.170323738944811e-07 -nan
56 0.00044921391235588416 1.1689592948077023e-07 -nan
57 0.00037105893875044328 1.1673122852658913e-07 -nan
58 0.00030650149570061888 1.1676578251611108e-07 -nan
59 0.00025317586252759222 1.1632815842389218e-07 -nan
60 0.00020912791051825479 1.1632114175099804e-07 -nan
61 0.00017274349347961559 1.1572106439144625e-07 -nan
62 0.00014268929702205977 1.1544981511770115e-07 -nan
63 0.00011786397898136859 1.1519151683053748e-07 -nan
64 9.735781051029222e-05 1.1444095305477422e-07 -nan
65 8.0419338879237148e-05 1.1433786762775295e-07 -nan
66 6.6427850337594574e-05 1.135390951845324e-07 -nan
67 5.4870623931641577e-05 1.1306726616517794e-07 -nan
68 4.5324142740529047e-05 1.1262963995588933e-07 -nan
69 3.7438574012263716e-05 1.1210700440085294e-07 -nan
70 3.0924949471099193e-05 1.1065969278817576e-07 -nan
71 2.5544576016083489e-05 1.1037391398820116e-07 -nan
72 2.1100288763649661e-05 1.1011184515033196e-07 -nan
73 1.7429225900209788e-05 1.0935012351602399e-07 -nan
74 1.4396860577750694e-05 1.0799530631338633e-07 -nan
75 1.1892071150027221e-05 1.0662611077299648e-07 -nan
76 9.8230690971520696e-06 1.0597701749889995e-07 -nan
77 8.11403541654753e-06 1.0490889404239984e-07 -nan
78 6.7023422201189086e-06 1.0330600447834805e-07 -nan
79 5.5362577225109307e-06 1.0194500590699763e-07 -nan
80 4.5730505192732673e-06 1.0092576278047795e-07 -nan
81 3.7774236858215935e-06 9.8484700501307736e-08 -nan
82 3.1202213144309545e-06 9.731767688826945e-08 -nan
83 2.5773600900455229e-06 9.5360758225016326e-08 -nan
84 2.1289467522821961e-06 9.2989886280125533e-08 4.0261498124659827e-12
85 1.7585491028430009e-06 9.1078525972321986e-08 3.9645490156134994e-11
86 1.4525938442541221e-06 8.8739193112931975e-08 5.9618354680065342e-11
87 1.1998691836092264e-06 8.5880282469382159e-08 7.4331534416528346e-11
88 9.9111397412972056e-07 8.3621007083011244e-08 8.7547152071365829e-11
89 8.186783385505517e-07 8.113418191903788e-08 9.700221593291334e-11
90 6.7624333780624212e-07 7.8409148023837749e-08 1.0505693442967788e-10
91 5.5858941221893542e-07 7.4418510757696656e-08 1.1337367006223059e-10
92 4.6140510966852091e-07 7.218651250195273e-08 1.2196134575568991e-10
93 3.8112909154958553e-07 6.8054179120230552e-08 1.2727837190455454e-10
94 3.1481962679123447e-07 6.5053435008320176e-08 1.3280761949756665e-10
95 2.600467915214958e-07 6.0499426562758183e-08 1.3825697132635688e-10
96 2.1480342401100629e-07 5.6411476225528446e-08 1.4042012006729045e-10
97 1.7743157182171241e-07 5.2482944114730258e-08 1.4344327706443282e-10
98 1.4656173580133613e-07 4.8282994970868517e-08 1.4385112990933748e-10
99 1.2106268450738086e-07 4.3499982248962015e-08 1.4307481842377285e-10
100 1.0000000000000013e-07 3.9215344626131984e-08 1.4211436921728982e-10
101 2.2204460492503159e-23 1.8525645068683005e-07 -nan
